,QueueGroupId,PstTimeStamp,CallOffered_Diff_yhat,CallOffered_Diff_yhat_upper,CallOffered_Diff_yhat_lower
0,386,2021-03-06 09:00:10,12.37,145.95,-107.71
1,386,2021-03-06 09:01:10,12.43,131.65,-115.66
2,386,2021-03-06 09:02:10,12.49,139.41,-113.81
3,386,2021-03-06 09:03:10,12.54,136.73,-116.13
4,386,2021-03-06 09:04:10,12.59,141.66,-112.25
5,386,2021-03-06 09:05:10,12.65,152.04,-111.12
6,386,2021-03-06 09:06:10,12.7,151.02,-111.6
7,386,2021-03-06 09:07:10,12.74,145.41,-101.78
8,386,2021-03-06 09:08:10,12.79,130.94,-120.97
9,386,2021-03-06 09:09:10,12.84,138.31,-106.23
10,386,2021-03-06 09:10:10,12.88,141.71,-107.79
11,386,2021-03-06 09:11:10,12.92,138.04,-108.52
12,386,2021-03-06 09:12:10,12.97,137.74,-106.75
13,386,2021-03-06 09:13:10,13.01,137.56,-109.88
14,386,2021-03-06 09:14:10,13.04,144.64,-106.3
15,386,2021-03-06 09:15:10,13.08,135.44,-120.44
16,386,2021-03-06 09:16:10,13.12,142.59,-113.13
17,386,2021-03-06 09:17:10,13.15,138.34,-114.94
18,386,2021-03-06 09:18:10,13.19,127.55,-113.58
19,386,2021-03-06 09:19:10,13.22,135.47,-110.57
20,386,2021-03-06 09:20:10,13.25,146.4,-111.08
21,386,2021-03-06 09:21:10,13.28,140.35,-112.24
22,386,2021-03-06 09:22:10,13.31,145.8,-116.74
23,386,2021-03-06 09:23:10,13.33,141.87,-119.25
24,386,2021-03-06 09:24:10,13.36,138.98,-109.69
25,386,2021-03-06 09:25:10,13.38,144.41,-123.05
26,386,2021-03-06 09:26:10,13.4,145.54,-118.72
27,386,2021-03-06 09:27:10,13.43,140.67,-120.32
28,386,2021-03-06 09:28:10,13.45,140.61,-108.14
29,386,2021-03-06 09:29:10,13.47,145.35,-116.37
30,386,2021-03-06 09:30:10,13.48,154.31,-111.87
31,386,2021-03-06 09:31:10,13.5,141.94,-114.6
32,386,2021-03-06 09:32:10,13.52,141.59,-124.22
33,386,2021-03-06 09:33:10,13.53,150.37,-120.16
34,386,2021-03-06 09:34:10,13.54,144.41,-109.09
35,386,2021-03-06 09:35:10,13.56,131.68,-116.92
36,386,2021-03-06 09:36:10,13.57,131.07,-113.19
37,386,2021-03-06 09:37:10,13.58,147.24,-109.42
38,386,2021-03-06 09:38:10,13.58,136.69,-118.56
39,386,2021-03-06 09:39:10,13.59,134.67,-117.15
40,386,2021-03-06 09:40:10,13.6,136.15,-118.82
41,386,2021-03-06 09:41:10,13.6,144.37,-112.77
42,386,2021-03-06 09:42:10,13.61,143.33,-116.58
43,386,2021-03-06 09:43:10,13.61,139.53,-116.97
44,386,2021-03-06 09:44:10,13.62,135.85,-112.61
45,386,2021-03-06 09:45:10,13.62,142.11,-126.94
46,386,2021-03-06 09:46:10,13.62,151.35,-112.24
47,386,2021-03-06 09:47:10,13.62,139.87,-111.94
48,386,2021-03-06 09:48:10,13.62,135.2,-104.03
49,386,2021-03-06 09:49:10,13.61,141.99,-115.95
50,386,2021-03-06 09:50:10,13.61,143.1,-105.14
51,386,2021-03-06 09:51:10,13.61,140.14,-117.28
52,386,2021-03-06 09:52:10,13.6,136.95,-111.38
53,386,2021-03-06 09:53:10,13.6,134.25,-115.43
54,386,2021-03-06 09:54:10,13.59,138.38,-117.21
55,386,2021-03-06 09:55:10,13.58,135.82,-119.0
56,386,2021-03-06 09:56:10,13.57,133.65,-115.85
57,386,2021-03-06 09:57:10,13.57,147.15,-103.72
58,386,2021-03-06 09:58:10,13.56,140.96,-114.62
59,386,2021-03-06 09:59:10,13.55,139.22,-114.29
60,386,2021-03-06 10:00:10,13.54,142.33,-121.33
61,386,2021-03-06 10:01:10,13.52,141.29,-113.98
62,386,2021-03-06 10:02:10,13.51,137.5,-109.47
63,386,2021-03-06 10:03:10,13.5,145.2,-114.31
64,386,2021-03-06 10:04:10,13.49,134.03,-108.99
65,386,2021-03-06 10:05:10,13.47,134.65,-104.89
66,386,2021-03-06 10:06:10,13.46,142.29,-115.62
67,386,2021-03-06 10:07:10,13.45,146.52,-100.31
68,386,2021-03-06 10:08:10,13.43,131.63,-118.65
69,386,2021-03-06 10:09:10,13.41,135.14,-113.91
70,386,2021-03-06 10:10:10,13.4,145.71,-105.1
71,386,2021-03-06 10:11:10,13.38,135.88,-114.64
72,386,2021-03-06 10:12:10,13.37,136.99,-117.84
73,386,2021-03-06 10:13:10,13.35,136.1,-116.31
74,386,2021-03-06 10:14:10,13.33,131.09,-109.93
75,386,2021-03-06 10:15:10,13.31,139.78,-108.79
76,386,2021-03-06 10:16:10,13.29,134.15,-101.37
77,386,2021-03-06 10:17:10,13.28,146.85,-110.16
78,386,2021-03-06 10:18:10,13.26,140.69,-104.44
79,386,2021-03-06 10:19:10,13.24,141.19,-106.61
80,386,2021-03-06 10:20:10,13.22,138.44,-119.47
81,386,2021-03-06 10:21:10,13.2,142.85,-112.55
82,386,2021-03-06 10:22:10,13.18,139.56,-123.51
83,386,2021-03-06 10:23:10,13.16,130.98,-117.74
84,386,2021-03-06 10:24:10,13.14,139.43,-105.95
85,386,2021-03-06 10:25:10,13.12,140.52,-118.92
86,386,2021-03-06 10:26:10,13.1,129.36,-122.43
87,386,2021-03-06 10:27:10,13.09,142.06,-113.12
88,386,2021-03-06 10:28:10,13.07,140.88,-101.62
89,386,2021-03-06 10:29:10,13.05,141.85,-107.94
90,386,2021-03-06 10:30:10,13.03,145.83,-115.71
91,386,2021-03-06 10:31:10,13.01,131.24,-112.82
92,386,2021-03-06 10:32:10,12.99,140.93,-112.64
93,386,2021-03-06 10:33:10,12.97,138.82,-113.7
94,386,2021-03-06 10:34:10,12.95,141.6,-114.34
95,386,2021-03-06 10:35:10,12.93,153.21,-102.86
96,386,2021-03-06 10:36:10,12.91,136.01,-101.24
97,386,2021-03-06 10:37:10,12.9,136.27,-102.48
98,386,2021-03-06 10:38:10,12.88,148.79,-112.22
99,386,2021-03-06 10:39:10,12.86,135.18,-113.61
100,386,2021-03-06 10:40:10,12.84,139.25,-111.79
101,386,2021-03-06 10:41:10,12.83,135.07,-114.22
102,386,2021-03-06 10:42:10,12.81,134.93,-112.73
103,386,2021-03-06 10:43:10,12.79,146.51,-119.48
104,386,2021-03-06 10:44:10,12.78,145.0,-107.99
105,386,2021-03-06 10:45:10,12.76,137.35,-107.3
106,386,2021-03-06 10:46:10,12.75,138.18,-102.25
107,386,2021-03-06 10:47:10,12.73,147.73,-115.38
108,386,2021-03-06 10:48:10,12.72,152.71,-108.07
109,386,2021-03-06 10:49:10,12.71,137.52,-122.4
110,386,2021-03-06 10:50:10,12.69,138.69,-118.02
111,386,2021-03-06 10:51:10,12.68,134.0,-113.01
112,386,2021-03-06 10:52:10,12.67,140.14,-105.0
113,386,2021-03-06 10:53:10,12.66,142.41,-112.87
114,386,2021-03-06 10:54:10,12.65,137.42,-117.66
115,386,2021-03-06 10:55:10,12.64,141.24,-123.25
116,386,2021-03-06 10:56:10,12.63,142.44,-119.64
117,386,2021-03-06 10:57:10,12.62,136.91,-117.54
118,386,2021-03-06 10:58:10,12.61,138.56,-119.53
119,386,2021-03-06 10:59:10,12.61,141.73,-113.76
120,386,2021-03-06 11:00:10,12.6,144.15,-109.83
121,386,2021-03-06 11:01:10,12.59,141.93,-115.85
122,386,2021-03-06 11:02:10,12.59,133.87,-109.07
123,386,2021-03-06 11:03:10,12.59,139.72,-119.54
124,386,2021-03-06 11:04:10,12.58,132.84,-108.92
125,386,2021-03-06 11:05:10,12.58,144.71,-120.76
126,386,2021-03-06 11:06:10,12.58,129.69,-112.01
127,386,2021-03-06 11:07:10,12.58,142.64,-114.69
128,386,2021-03-06 11:08:10,12.58,141.12,-129.15
129,386,2021-03-06 11:09:10,12.58,138.08,-110.36
130,386,2021-03-06 11:10:10,12.58,136.58,-115.7
131,386,2021-03-06 11:11:10,12.59,130.19,-118.51
132,386,2021-03-06 11:12:10,12.59,137.52,-105.94
133,386,2021-03-06 11:13:10,12.6,129.39,-117.08
134,386,2021-03-06 11:14:10,12.6,143.25,-106.67
135,386,2021-03-06 11:15:10,12.61,137.54,-111.85
136,386,2021-03-06 11:16:10,12.62,136.56,-117.32
137,386,2021-03-06 11:17:10,12.63,136.85,-107.82
138,386,2021-03-06 11:18:10,12.64,144.97,-120.3
139,386,2021-03-06 11:19:10,12.65,145.79,-113.26
140,386,2021-03-06 11:20:10,12.66,146.36,-117.27
141,386,2021-03-06 11:21:10,12.68,141.7,-117.78
142,386,2021-03-06 11:22:10,12.69,138.84,-103.0
143,386,2021-03-06 11:23:10,12.71,136.31,-118.78
144,386,2021-03-06 11:24:10,12.72,139.88,-112.75
145,386,2021-03-06 11:25:10,12.74,138.64,-115.2
146,386,2021-03-06 11:26:10,12.76,140.96,-104.82
147,386,2021-03-06 11:27:10,12.78,144.14,-109.39
148,386,2021-03-06 11:28:10,12.8,134.26,-114.25
149,386,2021-03-06 11:29:10,12.83,136.88,-109.53
150,386,2021-03-06 11:30:10,12.85,156.98,-119.98
151,386,2021-03-06 11:31:10,12.87,139.17,-117.04
152,386,2021-03-06 11:32:10,12.9,129.8,-120.82
153,386,2021-03-06 11:33:10,12.93,136.86,-122.26
154,386,2021-03-06 11:34:10,12.96,146.94,-114.88
155,386,2021-03-06 11:35:10,12.99,156.67,-110.39
156,386,2021-03-06 11:36:10,13.02,142.56,-111.37
157,386,2021-03-06 11:37:10,13.05,129.32,-120.86
158,386,2021-03-06 11:38:10,13.08,140.83,-119.47
159,386,2021-03-06 11:39:10,13.12,140.05,-120.63
160,386,2021-03-06 11:40:10,13.15,147.58,-111.38
161,386,2021-03-06 11:41:10,13.19,132.56,-119.3
162,386,2021-03-06 11:42:10,13.23,140.54,-118.23
163,386,2021-03-06 11:43:10,13.27,142.74,-116.93
164,386,2021-03-06 11:44:10,13.31,144.86,-104.85
165,386,2021-03-06 11:45:10,13.35,134.98,-116.46
166,386,2021-03-06 11:46:10,13.4,145.07,-122.66
167,386,2021-03-06 11:47:10,13.44,145.32,-106.98
168,386,2021-03-06 11:48:10,13.49,139.48,-120.15
169,386,2021-03-06 11:49:10,13.53,146.62,-112.21
170,386,2021-03-06 11:50:10,13.58,146.36,-111.76
171,386,2021-03-06 11:51:10,13.63,144.72,-115.37
172,386,2021-03-06 11:52:10,13.68,137.14,-109.94
173,386,2021-03-06 11:53:10,13.73,140.52,-116.74
174,386,2021-03-06 11:54:10,13.79,137.6,-112.93
175,386,2021-03-06 11:55:10,13.84,140.4,-119.13
176,386,2021-03-06 11:56:10,13.9,130.13,-114.43
177,386,2021-03-06 11:57:10,13.95,138.0,-104.78
178,386,2021-03-06 11:58:10,14.01,143.77,-111.61
179,386,2021-03-06 11:59:10,14.07,135.23,-107.78
180,386,2021-03-06 12:00:10,14.13,136.9,-115.01
181,386,2021-03-06 12:01:10,14.19,147.51,-115.55
182,386,2021-03-06 12:02:10,14.26,144.01,-123.42
183,386,2021-03-06 12:03:10,14.32,146.78,-114.31
184,386,2021-03-06 12:04:10,14.39,157.46,-109.86
185,386,2021-03-06 12:05:10,14.45,146.83,-119.79
186,386,2021-03-06 12:06:10,14.52,130.56,-108.92
187,386,2021-03-06 12:07:10,14.59,146.37,-107.06
188,386,2021-03-06 12:08:10,14.66,143.84,-113.57
189,386,2021-03-06 12:09:10,14.73,146.13,-116.94
190,386,2021-03-06 12:10:10,14.8,145.13,-117.8
191,386,2021-03-06 12:11:10,14.87,151.83,-117.47
192,386,2021-03-06 12:12:10,14.95,135.91,-104.36
193,386,2021-03-06 12:13:10,15.02,151.78,-110.56
194,386,2021-03-06 12:14:10,15.1,142.56,-122.19
195,386,2021-03-06 12:15:10,15.17,140.97,-112.62
196,386,2021-03-06 12:16:10,15.25,143.49,-117.21
197,386,2021-03-06 12:17:10,15.33,144.89,-118.21
198,386,2021-03-06 12:18:10,15.41,142.88,-122.94
199,386,2021-03-06 12:19:10,15.49,147.34,-114.01
200,386,2021-03-06 12:20:10,15.57,149.71,-117.83
201,386,2021-03-06 12:21:10,15.65,137.72,-103.87
202,386,2021-03-06 12:22:10,15.74,142.93,-101.64
203,386,2021-03-06 12:23:10,15.82,139.82,-114.77
204,386,2021-03-06 12:24:10,15.91,146.36,-114.36
205,386,2021-03-06 12:25:10,15.99,144.52,-108.31
206,386,2021-03-06 12:26:10,16.08,136.68,-120.04
207,386,2021-03-06 12:27:10,16.16,148.8,-102.07
208,386,2021-03-06 12:28:10,16.25,153.2,-106.76
209,386,2021-03-06 12:29:10,16.34,144.61,-117.65
210,386,2021-03-06 12:30:10,16.43,128.36,-111.3
211,386,2021-03-06 12:31:10,16.52,140.52,-113.47
212,386,2021-03-06 12:32:10,16.61,138.78,-108.07
213,386,2021-03-06 12:33:10,16.7,150.61,-105.43
214,386,2021-03-06 12:34:10,16.8,154.73,-107.36
215,386,2021-03-06 12:35:10,16.89,141.24,-124.08
216,386,2021-03-06 12:36:10,16.98,141.57,-106.52
217,386,2021-03-06 12:37:10,17.08,142.93,-103.73
218,386,2021-03-06 12:38:10,17.17,131.24,-117.38
219,386,2021-03-06 12:39:10,17.26,159.32,-111.64
220,386,2021-03-06 12:40:10,17.36,152.43,-114.33
221,386,2021-03-06 12:41:10,17.46,141.06,-98.01
222,386,2021-03-06 12:42:10,17.55,147.48,-108.25
223,386,2021-03-06 12:43:10,17.65,145.45,-104.93
224,386,2021-03-06 12:44:10,17.74,142.0,-108.95
225,386,2021-03-06 12:45:10,17.84,142.47,-106.64
226,386,2021-03-06 12:46:10,17.94,148.53,-106.81
227,386,2021-03-06 12:47:10,18.04,152.21,-108.5
228,386,2021-03-06 12:48:10,18.13,143.18,-106.84
229,386,2021-03-06 12:49:10,18.23,147.83,-107.97
230,386,2021-03-06 12:50:10,18.33,146.27,-109.5
231,386,2021-03-06 12:51:10,18.43,148.33,-116.46
232,386,2021-03-06 12:52:10,18.53,139.01,-111.36
233,386,2021-03-06 12:53:10,18.63,145.58,-111.51
234,386,2021-03-06 12:54:10,18.72,149.45,-108.55
235,386,2021-03-06 12:55:10,18.82,131.19,-105.97
236,386,2021-03-06 12:56:10,18.92,136.91,-108.55
237,386,2021-03-06 12:57:10,19.02,148.88,-106.21
238,386,2021-03-06 12:58:10,19.12,143.8,-106.21
239,386,2021-03-06 12:59:10,19.22,142.23,-103.05
240,386,2021-03-06 13:00:10,19.31,140.68,-98.85
241,386,2021-03-06 13:01:10,19.41,147.64,-112.42
242,386,2021-03-06 13:02:10,19.51,142.88,-104.92
243,386,2021-03-06 13:03:10,19.61,143.66,-104.37
244,386,2021-03-06 13:04:10,19.7,142.26,-114.33
245,386,2021-03-06 13:05:10,19.8,146.56,-104.74
246,386,2021-03-06 13:06:10,19.9,148.62,-105.39
247,386,2021-03-06 13:07:10,19.99,152.28,-109.26
248,386,2021-03-06 13:08:10,20.09,143.06,-112.32
249,386,2021-03-06 13:09:10,20.18,145.85,-107.33
250,386,2021-03-06 13:10:10,20.28,142.71,-112.1
251,386,2021-03-06 13:11:10,20.37,150.51,-102.73
252,386,2021-03-06 13:12:10,20.47,150.05,-104.98
253,386,2021-03-06 13:13:10,20.56,143.63,-112.68
254,386,2021-03-06 13:14:10,20.65,141.55,-110.1
255,386,2021-03-06 13:15:10,20.74,145.45,-105.13
256,386,2021-03-06 13:16:10,20.83,139.48,-105.78
257,386,2021-03-06 13:17:10,20.92,153.85,-103.76
258,386,2021-03-06 13:18:10,21.01,142.38,-109.83
259,386,2021-03-06 13:19:10,21.1,146.94,-105.72
260,386,2021-03-06 13:20:10,21.19,143.16,-101.48
261,386,2021-03-06 13:21:10,21.28,154.85,-113.83
262,386,2021-03-06 13:22:10,21.36,160.52,-99.17
263,386,2021-03-06 13:23:10,21.45,144.96,-110.21
264,386,2021-03-06 13:24:10,21.53,145.24,-110.64
265,386,2021-03-06 13:25:10,21.61,148.09,-102.82
266,386,2021-03-06 13:26:10,21.7,143.59,-105.2
267,386,2021-03-06 13:27:10,21.78,150.69,-113.54
268,386,2021-03-06 13:28:10,21.86,147.88,-114.79
269,386,2021-03-06 13:29:10,21.93,151.61,-101.39
270,386,2021-03-06 13:30:10,22.01,150.17,-101.96
271,386,2021-03-06 13:31:10,22.09,150.34,-106.69
272,386,2021-03-06 13:32:10,22.16,144.6,-94.09
273,386,2021-03-06 13:33:10,22.24,155.14,-105.33
274,386,2021-03-06 13:34:10,22.31,144.55,-106.27
275,386,2021-03-06 13:35:10,22.38,138.85,-104.96
276,386,2021-03-06 13:36:10,22.45,160.49,-103.86
277,386,2021-03-06 13:37:10,22.51,152.89,-104.33
278,386,2021-03-06 13:38:10,22.58,151.45,-112.09
279,386,2021-03-06 13:39:10,22.65,153.84,-113.29
280,386,2021-03-06 13:40:10,22.71,154.67,-105.01
281,386,2021-03-06 13:41:10,22.77,149.28,-107.57
282,386,2021-03-06 13:42:10,22.83,149.87,-109.18
283,386,2021-03-06 13:43:10,22.89,153.5,-109.69
284,386,2021-03-06 13:44:10,22.94,144.12,-120.19
285,386,2021-03-06 13:45:10,23.0,150.55,-94.97
286,386,2021-03-06 13:46:10,23.05,153.71,-105.07
287,386,2021-03-06 13:47:10,23.1,153.32,-99.98
288,386,2021-03-06 13:48:10,23.15,153.33,-99.57
289,386,2021-03-06 13:49:10,23.2,150.16,-106.08
290,386,2021-03-06 13:50:10,23.24,163.21,-96.9
291,386,2021-03-06 13:51:10,23.29,153.71,-101.79
292,386,2021-03-06 13:52:10,23.33,147.59,-99.6
293,386,2021-03-06 13:53:10,23.37,148.99,-105.51
294,386,2021-03-06 13:54:10,23.41,150.67,-107.03
295,386,2021-03-06 13:55:10,23.44,151.73,-105.68
296,386,2021-03-06 13:56:10,23.48,152.52,-110.84
297,386,2021-03-06 13:57:10,23.51,147.99,-99.97
298,386,2021-03-06 13:58:10,23.54,161.05,-104.24
299,386,2021-03-06 13:59:10,23.56,158.87,-91.89
300,386,2021-03-06 14:00:10,23.59,149.33,-112.82
301,386,2021-03-06 14:01:10,23.61,162.17,-107.58
302,386,2021-03-06 14:02:10,23.63,155.55,-96.35
303,386,2021-03-06 14:03:10,23.65,150.82,-107.15
304,386,2021-03-06 14:04:10,23.66,145.54,-108.69
305,386,2021-03-06 14:05:10,23.68,149.6,-108.14
306,386,2021-03-06 14:06:10,23.69,143.85,-102.53
307,386,2021-03-06 14:07:10,23.7,153.63,-101.62
308,386,2021-03-06 14:08:10,23.7,140.2,-102.87
309,386,2021-03-06 14:09:10,23.7,155.55,-106.05
310,386,2021-03-06 14:10:10,23.71,153.51,-96.81
311,386,2021-03-06 14:11:10,23.7,158.36,-109.74
312,386,2021-03-06 14:12:10,23.7,159.35,-105.43
313,386,2021-03-06 14:13:10,23.69,146.83,-103.38
314,386,2021-03-06 14:14:10,23.68,149.62,-100.54
315,386,2021-03-06 14:15:10,23.67,160.23,-101.45
316,386,2021-03-06 14:16:10,23.66,152.21,-106.74
317,386,2021-03-06 14:17:10,23.64,147.44,-95.22
318,386,2021-03-06 14:18:10,23.62,159.51,-97.46
319,386,2021-03-06 14:19:10,23.6,147.63,-101.32
320,386,2021-03-06 14:20:10,23.57,146.23,-103.71
321,386,2021-03-06 14:21:10,23.55,153.56,-105.5
322,386,2021-03-06 14:22:10,23.51,162.89,-108.01
323,386,2021-03-06 14:23:10,23.48,146.9,-103.97
324,386,2021-03-06 14:24:10,23.44,153.44,-99.23
325,386,2021-03-06 14:25:10,23.41,150.41,-108.98
326,386,2021-03-06 14:26:10,23.36,165.73,-98.76
327,386,2021-03-06 14:27:10,23.32,146.52,-92.83
328,386,2021-03-06 14:28:10,23.27,153.78,-99.15
329,386,2021-03-06 14:29:10,23.22,146.12,-103.24
330,386,2021-03-06 14:30:10,23.17,145.7,-101.41
331,386,2021-03-06 14:31:10,23.11,146.83,-107.85
332,386,2021-03-06 14:32:10,23.05,151.7,-106.24
333,386,2021-03-06 14:33:10,22.99,161.44,-108.52
334,386,2021-03-06 14:34:10,22.92,152.49,-99.54
335,386,2021-03-06 14:35:10,22.86,145.17,-113.74
336,386,2021-03-06 14:36:10,22.79,144.61,-104.22
337,386,2021-03-06 14:37:10,22.71,151.54,-100.04
338,386,2021-03-06 14:38:10,22.64,152.73,-103.02
339,386,2021-03-06 14:39:10,22.56,144.92,-97.86
340,386,2021-03-06 14:40:10,22.47,145.79,-102.81
341,386,2021-03-06 14:41:10,22.39,147.83,-112.47
342,386,2021-03-06 14:42:10,22.3,143.23,-106.32
343,386,2021-03-06 14:43:10,22.21,149.25,-101.38
344,386,2021-03-06 14:44:10,22.11,150.14,-108.35
345,386,2021-03-06 14:45:10,22.01,150.27,-100.16
346,386,2021-03-06 14:46:10,21.91,153.13,-106.48
347,386,2021-03-06 14:47:10,21.81,154.27,-95.75
348,386,2021-03-06 14:48:10,21.7,148.04,-100.77
349,386,2021-03-06 14:49:10,21.59,154.97,-97.83
350,386,2021-03-06 14:50:10,21.48,141.42,-96.93
351,386,2021-03-06 14:51:10,21.36,154.64,-106.9
352,386,2021-03-06 14:52:10,21.24,142.96,-104.2
353,386,2021-03-06 14:53:10,21.12,150.55,-106.35
354,386,2021-03-06 14:54:10,20.99,147.19,-112.5
355,386,2021-03-06 14:55:10,20.86,152.79,-107.33
356,386,2021-03-06 14:56:10,20.73,149.74,-106.79
357,386,2021-03-06 14:57:10,20.6,144.93,-98.65
358,386,2021-03-06 14:58:10,20.46,144.33,-100.59
359,386,2021-03-06 14:59:10,20.32,136.11,-103.6
360,386,2021-03-06 15:00:10,20.17,143.36,-106.33
361,386,2021-03-06 15:01:10,20.03,153.17,-110.53
362,386,2021-03-06 15:02:10,19.88,141.49,-105.41
363,386,2021-03-06 15:03:10,19.72,135.52,-99.3
364,386,2021-03-06 15:04:10,19.57,152.51,-111.22
365,386,2021-03-06 15:05:10,19.41,148.82,-103.85
366,386,2021-03-06 15:06:10,19.25,142.65,-108.58
367,386,2021-03-06 15:07:10,19.08,151.89,-105.17
368,386,2021-03-06 15:08:10,18.91,146.44,-102.66
369,386,2021-03-06 15:09:10,18.74,142.49,-102.43
370,386,2021-03-06 15:10:10,18.57,146.7,-107.19
371,386,2021-03-06 15:11:10,18.39,142.13,-119.0
372,386,2021-03-06 15:12:10,18.21,142.78,-102.51
373,386,2021-03-06 15:13:10,18.03,139.93,-111.63
374,386,2021-03-06 15:14:10,17.84,143.6,-109.94
375,386,2021-03-06 15:15:10,17.65,144.01,-114.23
376,386,2021-03-06 15:16:10,17.46,140.16,-113.43
377,386,2021-03-06 15:17:10,17.27,146.29,-117.9
378,386,2021-03-06 15:18:10,17.07,141.74,-112.61
379,386,2021-03-06 15:19:10,16.87,145.51,-110.27
380,386,2021-03-06 15:20:10,16.67,147.53,-110.77
381,386,2021-03-06 15:21:10,16.46,135.08,-105.5
382,386,2021-03-06 15:22:10,16.25,136.55,-115.27
383,386,2021-03-06 15:23:10,16.04,141.84,-112.4
384,386,2021-03-06 15:24:10,15.83,146.72,-116.8
385,386,2021-03-06 15:25:10,15.61,135.29,-118.92
386,386,2021-03-06 15:26:10,15.39,139.46,-107.8
387,386,2021-03-06 15:27:10,15.17,142.38,-118.61
388,386,2021-03-06 15:28:10,14.95,140.0,-110.89
389,386,2021-03-06 15:29:10,14.72,141.4,-116.32
390,386,2021-03-06 15:30:10,14.49,138.99,-109.59
391,386,2021-03-06 15:31:10,14.26,127.64,-111.63
392,386,2021-03-06 15:32:10,14.02,137.44,-114.74
393,386,2021-03-06 15:33:10,13.78,127.07,-118.65
394,386,2021-03-06 15:34:10,13.54,144.69,-117.56
395,386,2021-03-06 15:35:10,13.3,139.43,-104.97
396,386,2021-03-06 15:36:10,13.06,144.95,-109.94
397,386,2021-03-06 15:37:10,12.81,125.57,-120.84
398,386,2021-03-06 15:38:10,12.56,137.0,-113.37
399,386,2021-03-06 15:39:10,12.31,146.72,-112.24
400,386,2021-03-06 15:40:10,12.05,134.64,-112.17
401,386,2021-03-06 15:41:10,11.79,135.3,-118.25
402,386,2021-03-06 15:42:10,11.54,133.14,-120.07
403,386,2021-03-06 15:43:10,11.27,137.45,-115.55
404,386,2021-03-06 15:44:10,11.01,148.04,-119.98
405,386,2021-03-06 15:45:10,10.74,133.05,-117.48
406,386,2021-03-06 15:46:10,10.48,139.38,-118.37
407,386,2021-03-06 15:47:10,10.21,141.53,-121.43
408,386,2021-03-06 15:48:10,9.94,134.99,-106.76
409,386,2021-03-06 15:49:10,9.66,138.73,-122.81
410,386,2021-03-06 15:50:10,9.38,150.66,-116.49
411,386,2021-03-06 15:51:10,9.11,135.84,-116.72
412,386,2021-03-06 15:52:10,8.83,128.46,-133.66
413,386,2021-03-06 15:53:10,8.54,134.56,-117.3
414,386,2021-03-06 15:54:10,8.26,139.47,-112.41
415,386,2021-03-06 15:55:10,7.98,139.81,-120.47
416,386,2021-03-06 15:56:10,7.69,133.06,-121.8
417,386,2021-03-06 15:57:10,7.4,137.16,-124.98
418,386,2021-03-06 15:58:10,7.11,138.77,-126.34
419,386,2021-03-06 15:59:10,6.82,132.16,-115.25
420,386,2021-03-06 16:00:10,6.52,140.7,-121.48
421,386,2021-03-06 16:01:10,6.23,128.52,-126.41
422,386,2021-03-06 16:02:10,5.93,137.74,-116.7
423,386,2021-03-06 16:03:10,5.63,131.43,-121.48
424,386,2021-03-06 16:04:10,5.33,134.02,-116.94
425,386,2021-03-06 16:05:10,5.03,123.21,-113.39
426,386,2021-03-06 16:06:10,4.72,131.68,-111.52
427,386,2021-03-06 16:07:10,4.42,125.09,-122.26
428,386,2021-03-06 16:08:10,4.11,124.65,-124.94
429,386,2021-03-06 16:09:10,3.81,130.61,-123.79
430,386,2021-03-06 16:10:10,3.5,141.64,-112.91
431,386,2021-03-06 16:11:10,3.19,134.01,-122.48
432,386,2021-03-06 16:12:10,2.88,126.13,-125.11
433,386,2021-03-06 16:13:10,2.57,137.37,-128.22
434,386,2021-03-06 16:14:10,2.26,128.4,-118.63
435,386,2021-03-06 16:15:10,1.94,120.17,-122.09
436,386,2021-03-06 16:16:10,1.63,129.8,-125.78
437,386,2021-03-06 16:17:10,1.31,129.68,-124.78
438,386,2021-03-06 16:18:10,0.99,132.2,-134.08
439,386,2021-03-06 16:19:10,0.68,126.0,-129.0
440,386,2021-03-06 16:20:10,0.36,124.21,-123.6
441,386,2021-03-06 16:21:10,0.04,115.32,-132.16
442,386,2021-03-06 16:22:10,-0.28,123.98,-126.09
443,386,2021-03-06 16:23:10,-0.6,115.71,-131.57
444,386,2021-03-06 16:24:10,-0.92,139.2,-115.27
445,386,2021-03-06 16:25:10,-1.24,130.19,-126.04
446,386,2021-03-06 16:26:10,-1.56,131.19,-137.98
447,386,2021-03-06 16:27:10,-1.88,124.96,-128.3
448,386,2021-03-06 16:28:10,-2.21,118.78,-129.72
449,386,2021-03-06 16:29:10,-2.53,131.17,-125.66
450,386,2021-03-06 16:30:10,-2.85,125.36,-134.98
451,386,2021-03-06 16:31:10,-3.18,119.76,-136.82
452,386,2021-03-06 16:32:10,-3.5,121.85,-121.25
453,386,2021-03-06 16:33:10,-3.82,135.68,-131.25
454,386,2021-03-06 16:34:10,-4.15,120.08,-130.86
455,386,2021-03-06 16:35:10,-4.47,121.88,-126.93
456,386,2021-03-06 16:36:10,-4.8,120.37,-125.03
457,386,2021-03-06 16:37:10,-5.12,124.15,-134.54
458,386,2021-03-06 16:38:10,-5.45,123.02,-131.92
459,386,2021-03-06 16:39:10,-5.77,120.46,-139.35
460,386,2021-03-06 16:40:10,-6.09,119.81,-135.66
461,386,2021-03-06 16:41:10,-6.42,122.35,-142.73
462,386,2021-03-06 16:42:10,-6.74,126.19,-136.41
