date,data
2021-02-25 23:22:00,0.9483206021966923
2021-02-25 23:23:00,0.9539804456022888
2021-02-25 23:24:00,0.9597092052244227
2021-02-25 23:25:00,0.9655023832988646
2021-02-25 23:26:00,0.971355457534658
2021-02-25 23:27:00,0.9772638828149363
2021-02-25 23:28:00,0.9832230922221246
2021-02-25 23:29:00,0.9892284986095824
2021-02-25 23:30:00,0.9952754959592969
2021-02-25 23:31:00,1.0013594605956397
2021-02-25 23:32:00,1.0074757528345442
2021-02-25 23:33:00,1.0136197182615163
2021-02-25 23:34:00,1.0197866890331904
2021-02-25 23:35:00,1.0259719855508436
2021-02-25 23:36:00,1.0321709176528102
2021-02-25 23:37:00,1.0383787861740386
2021-02-25 23:38:00,1.04459088439559
2021-02-25 23:39:00,1.050802499377111
2021-02-25 23:40:00,1.0570089135071026
2021-02-25 23:41:00,1.0632054060258787
2021-02-25 23:42:00,1.0693872541946983
2021-02-25 23:43:00,1.0755497351842944
2021-02-25 23:44:00,1.0816881271263457
2021-02-25 23:45:00,1.0877977109059083
2021-02-25 23:46:00,1.0938737714853686
2021-02-25 23:47:00,1.0999115993481674
2021-02-25 23:48:00,1.105906492079068
2021-02-25 23:49:00,1.1118537558202242
2021-02-25 23:50:00,1.117748706666521
2021-02-25 23:51:00,1.1235866722780499
2021-02-25 23:52:00,1.1293629932396885
2021-02-25 23:53:00,1.1350730246381338
2021-02-25 23:54:00,1.1407121375203753
2021-02-25 23:55:00,1.1462757202965062
2021-02-25 23:56:00,1.1517591803131395
2021-02-25 23:57:00,1.1571579453661565
2021-02-25 23:58:00,1.16246746495321
2021-02-25 23:59:00,1.1676832120219283
2021-02-26 00:00:00,1.1728006842310439
2021-02-26 00:01:00,1.1778154055246284
2021-02-26 00:02:00,1.1827229276167128
2021-02-26 00:03:00,1.1875188312290348
2021-02-26 00:04:00,1.1921987278832045
2021-02-26 00:05:00,1.196758260972438
2021-02-26 00:06:00,1.2011931075311737
2021-02-26 00:07:00,1.2054989794564839
2021-02-26 00:08:00,1.2096716249616946
2021-02-26 00:09:00,1.2137068300569636
2021-02-26 00:10:00,1.2176004199272739
2021-02-26 00:11:00,1.2213482602792693
2021-02-26 00:12:00,1.2249462588189752
2021-02-26 00:13:00,1.2283903665619358
2021-02-26 00:14:00,1.231676579248641
2021-02-26 00:15:00,1.2348009386844898
2021-02-26 00:16:00,1.237759534089943
2021-02-26 00:17:00,1.2405485034299486
2021-02-26 00:18:00,1.2431640348399726
2021-02-26 00:19:00,1.2456023677207388
2021-02-26 00:20:00,1.2478597943160694
2021-02-26 00:21:00,1.2499326607664336
2021-02-26 00:22:00,1.2518173685753833
2021-02-26 00:23:00,1.2535103757321395
2021-02-26 00:24:00,1.2550081980597212
2021-02-26 00:25:00,1.2563074103917864
2021-02-26 00:26:00,1.2574046478133607
2021-02-26 00:27:00,1.2582966069073624
2021-02-26 00:28:00,1.2589800468647203
2021-02-26 00:29:00,1.2594517907623977
2021-02-26 00:30:00,1.2597087266279565
2021-02-26 00:31:00,1.2597478086199863
2021-02-26 00:32:00,1.2595660582152113
2021-02-26 00:33:00,1.2591605652001279
2021-02-26 00:34:00,1.258528488857924
2021-02-26 00:35:00,1.257667059020954
2021-02-26 00:36:00,1.2565735770628659
2021-02-26 00:37:00,1.2552454170756442
2021-02-26 00:38:00,1.2536800267199621
2021-02-26 00:39:00,1.2518749283272157
2021-02-26 00:40:00,1.2498277198951506
2021-02-26 00:41:00,1.2475360759684566
2021-02-26 00:42:00,1.244997748585396
2021-02-26 00:43:00,1.242210568332551
2021-02-26 00:44:00,1.239172445002938
2021-02-26 00:45:00,1.2358813687457584
2021-02-26 00:46:00,1.2323354106743039
2021-02-26 00:47:00,1.228532723799678
2021-02-26 00:48:00,1.2244715439673715
2021-02-26 00:49:00,1.2201501903850647
2021-02-26 00:50:00,1.21556706660653
2021-02-26 00:51:00,1.2107206612027301
2021-02-26 00:52:00,1.2056095484034024
2021-02-26 00:53:00,1.2002323889342426
2021-02-26 00:54:00,1.1945879306217906
2021-02-26 00:55:00,1.1886750089600728
2021-02-26 00:56:00,1.1824925479038642
2021-02-26 00:57:00,1.1760395603312883
2021-02-26 00:58:00,1.1693151487014801
2021-02-26 00:59:00,1.1623185055667455
2021-02-26 01:00:00,1.1550489140372053
2021-02-26 01:01:00,1.1475057484390505
2021-02-26 01:02:00,1.1396884746857685
2021-02-26 01:03:00,1.1315966506583128
2021-02-26 01:04:00,1.1232299268153731
2021-02-26 01:05:00,1.114588046434247
2021-02-26 01:06:00,1.105670846098765
2021-02-26 01:07:00,1.0964782558757267
2021-02-26 01:08:00,1.08701029982748
2021-02-26 01:09:00,1.0772670962264037
2021-02-26 01:10:00,1.0672488578291657
2021-02-26 01:11:00,1.0569558919681212
2021-02-26 01:12:00,1.046388601112204
2021-02-26 01:13:00,1.0355474826671303
2021-02-26 01:14:00,1.0244331294860745
2021-02-26 01:15:00,1.0130462296585103
2021-02-26 01:16:00,1.001387566829849
2021-02-26 01:17:00,0.9894580203919097
2021-02-26 01:18:00,0.9772585651251141
2021-02-26 01:19:00,0.9647902716345257
2021-02-26 01:20:00,0.9520543061899128
2021-02-26 01:21:00,0.9390519306214371
2021-02-26 01:22:00,0.925784502439587
2021-02-26 01:23:00,0.9122534744836373
2021-02-26 01:24:00,0.8984603950625359
2021-02-26 01:25:00,0.8844069077822032
2021-02-26 01:26:00,0.8700947511453493
2021-02-26 01:27:00,0.8555257586210973
2021-02-26 01:28:00,0.8407018583932128
2021-02-26 01:29:00,0.8256250728035903
2021-02-26 01:30:00,0.8102975186502068
2021-02-26 01:31:00,0.7947214062813175
2021-02-26 01:32:00,0.7788990394126677
2021-02-26 01:33:00,0.7628328153512012
2021-02-26 01:34:00,0.7465252235249741
2021-02-26 01:35:00,0.7299788462903241
2021-02-26 01:36:00,0.7131963573784433
2021-02-26 01:37:00,0.6961805220339679
2021-02-26 01:38:00,0.6789341966851954
2021-02-26 01:39:00,0.6614603278370493
2021-02-26 01:40:00,0.6437619518274629
2021-02-26 01:41:00,0.6258421945679361
2021-02-26 01:42:00,0.607704270203832
2021-02-26 01:43:00,0.5893514813386107
2021-02-26 01:44:00,0.5707872176270523
2021-02-26 01:45:00,0.5520149554147051
2021-02-26 01:46:00,0.5330382573675148
2021-02-26 01:47:00,0.5138607711125046
2021-02-26 01:48:00,0.4944862286297255
2021-02-26 01:49:00,0.4749184462069322
2021-02-26 01:50:00,0.4551613222971841
2021-02-26 01:51:00,0.43521883818221785
2021-02-26 01:52:00,0.4150950557593942
2021-02-26 01:53:00,0.3947941173721578
2021-02-26 01:54:00,0.3743202452657273
2021-02-26 01:55:00,0.3536777396039368
2021-02-26 01:56:00,0.3328709782545404
2021-02-26 01:57:00,0.3119044159701761
2021-02-26 01:58:00,0.29078258264514484
2021-02-26 01:59:00,0.2695100830381135
2021-02-26 02:00:00,0.24809159528603916
2021-02-26 02:01:00,0.22653186980461026
2021-02-26 02:02:00,0.20483572874922662
2021-02-26 02:03:00,0.18300806414389997
2021-02-26 02:04:00,0.16105383710886673
2021-02-26 02:05:00,0.13897807706514542
2021-02-26 02:06:00,0.11678587974792701
2021-02-26 02:07:00,0.09448240679347762
2021-02-26 02:08:00,0.07207288409312075
2021-02-26 02:09:00,0.0495626003453292
2021-02-26 02:10:00,0.026956906677963185
2021-02-26 02:11:00,0.004261214328718967
2021-02-26 02:12:00,-0.018519006158778
2021-02-26 02:13:00,-0.04137822591217766
2021-02-26 02:14:00,-0.06431085989157966
2021-02-26 02:15:00,-0.08731126743733741
2021-02-26 02:16:00,-0.11037375412197743
2021-02-26 02:17:00,-0.13349257311692891
2021-02-26 02:18:00,-0.1566619262159989
2021-02-26 02:19:00,-0.17987596574479559
2021-02-26 02:20:00,-0.20312879553856533
2021-02-26 02:21:00,-0.2264144728839856
2021-02-26 02:22:00,-0.2497270096091576
2021-02-26 02:23:00,-0.27306037357612634
2021-02-26 02:24:00,-0.29640849034407946
2021-02-26 02:25:00,-0.31976524493418224
2021-02-26 02:26:00,-0.3431244824265635
2021-02-26 02:27:00,-0.366480010753632
2021-02-26 02:28:00,-0.38982560096888663
2021-02-26 02:29:00,-0.4131549900666963
2021-02-26 02:30:00,-0.4364618816320397
2021-02-26 02:31:00,-0.4597399476352901
2021-02-26 02:32:00,-0.4829828303965738
2021-02-26 02:33:00,-0.5061841438247375
2021-02-26 02:34:00,-0.5293374749896035
2021-02-26 02:35:00,-0.5524363862532382
2021-02-26 02:36:00,-0.5754744161121692
2021-02-26 02:37:00,-0.5984450816895396
2021-02-26 02:38:00,-0.6213418798575657
2021-02-26 02:39:00,-0.6441582888914157
2021-02-26 02:40:00,-0.6668877704877949
2021-02-26 02:41:00,-0.6895237713510628
2021-02-26 02:42:00,-0.712059724317814
2021-02-26 02:43:00,-0.7344890510377201
2021-02-26 02:44:00,-0.7568051626571111
2021-02-26 02:45:00,-0.779001462302246
2021-02-26 02:46:00,-0.8010713466788606
2021-02-26 02:47:00,-0.823008206903515
2021-02-26 02:48:00,-0.8448054316261512
2021-02-26 02:49:00,-0.8664564077045187
2021-02-26 02:50:00,-0.8879545221509269
2021-02-26 02:51:00,-0.9092931642788273
2021-02-26 02:52:00,-0.9304657266895504
2021-02-26 02:53:00,-0.9514656077512808
2021-02-26 02:54:00,-0.9722862129860421
2021-02-26 02:55:00,-0.9929209564784902
2021-02-26 02:56:00,-1.0133632632552276
2021-02-26 02:57:00,-1.0336065706818554
2021-02-26 02:58:00,-1.0536443298799605
2021-02-26 02:59:00,-1.07347000818335
2021-02-26 03:00:00,-1.093077090035988
2021-02-26 03:01:00,-1.1124590793790883
2021-02-26 03:02:00,-1.131609501287972
2021-02-26 03:03:00,-1.1505219029058147
2021-02-26 03:04:00,-1.169189856494305
2021-02-26 03:05:00,-1.187606959678268
2021-02-26 03:06:00,-1.2057668384524305
2021-02-26 03:07:00,-1.2236631481256681
2021-02-26 03:08:00,-1.2412895749427928
2021-02-26 03:09:00,-1.2586398382876092
2021-02-26 03:10:00,-1.2757076920705215
2021-02-26 03:11:00,-1.2924869261390188
2021-02-26 03:12:00,-1.308971368533533
2021-02-26 03:13:00,-1.3251548865608402
2021-02-26 03:14:00,-1.3410313888046128
2021-02-26 03:15:00,-1.356594826734292
2021-02-26 03:16:00,-1.3718391959736598
2021-02-26 03:17:00,-1.3867585383965482
2021-02-26 03:18:00,-1.4013469436480854
2021-02-26 03:19:00,-1.41559855014248
2021-02-26 03:20:00,-1.4295075476604855
2021-02-26 03:21:00,-1.4430681779344943
2021-02-26 03:22:00,-1.456274736830259
2021-02-26 03:23:00,-1.4691215758540968
2021-02-26 03:24:00,-1.4816031031830144
2021-02-26 03:25:00,-1.493713785824099
2021-02-26 03:26:00,-1.5054481507689046
2021-02-26 03:27:00,-1.5168007864354407
2021-02-26 03:28:00,-1.5277663443744551
2021-02-26 03:29:00,-1.5383395405033204
2021-02-26 03:30:00,-1.548515156708162
2021-02-26 03:31:00,-1.5582880422567322
2021-02-26 03:32:00,-1.5676531150487043
2021-02-26 03:33:00,-1.5766053631949448
2021-02-26 03:34:00,-1.585139846359593
2021-02-26 03:35:00,-1.5932516969794985
2021-02-26 03:36:00,-1.6009361217931086
2021-02-26 03:37:00,-1.6081884029912588
2021-02-26 03:38:00,-1.6150038996732456
2021-02-26 03:39:00,-1.6213780490713727
2021-02-26 03:40:00,-1.6273063676706676
